label,text
0,"Main method for the calculation of the ligand coordinates for sp3 atoms.
Decides how many coordinates should be created

@param  refAtom            central atom (Atom)
@param  nwanted            how many ligands should be created
@param  length             bond length
@param  angle              angle in a B-A-(X) system; a=central atom;
x=ligand with unknown coordinates
@param  noCoords           Description of the Parameter
@param  withCoords         Description of the Parameter
@param  atomC              Description of the Parameter
@return                    Description of the Return Value[SEP]public Point3d[] get3DCoordinatesForSP3Ligands(IAtom refAtom, IAtomContainer noCoords, IAtomContainer withCoords,
            IAtom atomC, int nwanted, double length, double angle) {
        //logger.debug(""SP3 Ligands start "");
        Point3d newPoints[] = new Point3d[0];
        Point3d aPoint = refAtom.getPoint3d();
        int nwithCoords = withCoords.getAtomCount();
        if (angle < 0) {
            angle = TETRAHEDRAL_ANGLE;
        }
        if (nwithCoords == 0) {
            newPoints = calculate3DCoordinates0(refAtom.getPoint3d(), nwanted, length);
        } else if (nwithCoords == 1) {
            newPoints = calculate3DCoordinates1(aPoint, (withCoords.getAtom(0)).getPoint3d(),
                    (atomC != null) ? atomC.getPoint3d() : null, nwanted, length, angle);
        } else if (nwithCoords == 2) {
            Point3d bPoint = withCoords.getAtom(0).getPoint3d();
            Point3d cPoint = withCoords.getAtom(1).getPoint3d();
            newPoints = calculate3DCoordinates2(aPoint, bPoint, cPoint, nwanted, length, angle);
        } else if (nwithCoords == 3) {
            Point3d bPoint = withCoords.getAtom(0).getPoint3d();
            Point3d cPoint = withCoords.getAtom(1).getPoint3d();
            newPoints = new Point3d[1];
            Point3d dPoint = withCoords.getAtom(2).getPoint3d();
            newPoints[0] = calculate3DCoordinates3(aPoint, bPoint, cPoint, dPoint, length);
        }
        //logger.debug(""...Ready"");
        return newPoints;
    }"
0,"Multiply this permutation by another such that for all i,
this[i] = this[other[i]].

@param other the other permutation to use
@return a new permutation with the result of multiplying the permutations[SEP]public Permutation multiply(Permutation other) {
        Permutation newPermutation = new Permutation(values.length);
        for (int i = 0; i < values.length; i++) {
            newPermutation.values[i] = this.values[other.values[i]];
        }
        return newPermutation;
    }"
1,"Sort the AtomContainers and multipliers using a provided Comparator.
@param comparator defines the sorting method[SEP]@Override
    public void sortAtomContainers(final Comparator<IAtomContainer> comparator) {

        // need to use boxed primitives as we can't customise sorting of int primitives
        Integer[] indexes = new Integer[atomContainerCount];
        for (int i = 0; i < indexes.length; i++)
            indexes[i] = i;

        // proxy the index comparison to the atom container comparator
        Arrays.sort(indexes, new Comparator<Integer>() {

            @Override
            public int compare(Integer o1, Integer o2) {
                return comparator.compare(atomContainers[o1], atomContainers[o2]);
            }
        });

        // copy the original arrays (we could modify in place with swaps but this is cleaner)
        IAtomContainer[] containersTmp = Arrays.copyOf(atomContainers, indexes.length);
        Double[] multipliersTmp = Arrays.copyOf(multipliers, indexes.length);

        // order the arrays based on the order of the indices
        for (int i = 0; i < indexes.length; i++) {
            atomContainers[i] = containersTmp[indexes[i]];
            multipliers[i] = multipliersTmp[indexes[i]];
        }

    }"
1,"read from classpath, if not found, read from file system. If not found there, throw exception[SEP]private Properties readPropertyFile(String file) throws IOException {
        String fileName = file.startsWith(""/"") ? file : ""/"" + file;
        LOGGER.info(""Reading properties from: "" + fileName + "". Will try classpath, then file system."");
        return Util.readProperties(fileName);
    }"
1,"Returns a filtered subset of the specified array.

@param objects an array to filter
@return a filtered array[SEP]@SuppressWarnings(""unchecked"")
    public final T[] filter(final T[] objects) {
        final Collection<T> filtered = filter(Arrays.asList(objects));
        try {
            return filtered.toArray((T[]) Array.newInstance(objects
                    .getClass(), filtered.size()));
        } catch (ArrayStoreException ase) {
            Logger log = LoggerFactory.getLogger(Filter.class);
            log.warn(""Error converting to array - using default approach"", ase);
        }
        return (T[]) filtered.toArray();
    }"
1,"Copy one asset file at a time.

@param asset The asset file to copy[SEP]public void copySingleFile(File asset) {
        try {
            if ( !asset.isDirectory() ) {
                String targetPath = config.getDestinationFolder().getCanonicalPath() + File.separatorChar + assetSubPath(asset);
                LOGGER.info(""Copying single asset file to [{}]"", targetPath);
                copyFile(asset, new File(targetPath));
            } else {
                LOGGER.info(""Skip copying single asset file [{}]. Is a directory."", asset.getPath());
            }
        } catch (IOException io) {
            LOGGER.error(""Failed to copy the asset file."", io);
        }
    }"
0,"Convert hex to number.
@param hex Hex number
@return Decoded[SEP]private static int decode(final int hex) {
        if (hex >= CcHex.BACK.length) {
            throw new DecodingException(
                String.format(""invalid hex char: 0x%2x"", hex)
            );
        }
        final int dec = CcHex.BACK[hex];
        if (dec < 0) {
            throw new DecodingException(
                String.format(""invalid hex character: 0x%2x"", hex)
            );
        }
        return dec;
    }"
0,"Parse the given string as an integer, returning the provided default
value if the string is null.

@param str
The string to parse as an integer.

@param defaultValue
The value to return if <code>str</code> is null.

@return
The parsed value, or the provided default value if <code>str</code>
is null.[SEP]private static int parseInt(String str, int defaultValue) {
        
        if (str == null)
            return defaultValue;
        
        return Integer.parseInt(str);

    }"
1,"Returns an effectively unlimited stream of pseudorandom {@code int}
values, each conforming to the given origin (inclusive) and bound
(exclusive).

@param random a {@link Random} object to produce the stream from
@param randomNumberOrigin the origin (inclusive) of each random value
@param randomNumberBound the bound (exclusive) of each random value
@return a stream of pseudorandom {@code int} values
@see Random#ints(long, int, int)[SEP]public static IntStreamEx of(Random random, int randomNumberOrigin, int randomNumberBound) {
        return seq(random.ints(randomNumberOrigin, randomNumberBound));
    }"
0,"Returns an array containing all the stream elements. If the stream
happens to contain no elements, the supplied empty array is returned
instead. Otherwise the new array is allocated which element type is the
same as the element type of supplied empty array.

<p>
This is a <a href=""package-summary.html#StreamOps"">terminal</a>
operation.

<p>
This method is useful when the stream is expected to return empty arrays
often, so the same instance of empty array (presumably declared in some
static final field) can be reused.

@param <A> the element type of the resulting array
@param emptyArray an empty array of the resulting type
@return an array containing the elements in this stream or the passed
empty array if the stream is empty
@throws ArrayStoreException if the runtime type of the array returned
from the array generator is not a supertype of the runtime type
of every element in this stream
@see #toArray(java.util.function.IntFunction)
@since 0.6.3[SEP]@SuppressWarnings(""unchecked"")
    public <A> A[] toArray(A[] emptyArray) {
        if(emptyArray.length != 0) {
            throw new IllegalArgumentException(""Empty array must be supplied"");
        }
        return stream().toArray(size -> size == 0 ? emptyArray
                : (A[]) Array.newInstance(emptyArray.getClass().getComponentType(), size));
    }"
1,"The Levenshtein distance is a string metric for measuring the difference between two sequences.
Informally, the Levenshtein distance between two words is the minimum number of single-character edits
(i.e. insertions, deletions or substitutions) required to change one word into the other. The phrase
'edit distance' is often used to refer specifically to Levenshtein distance.

@param s String one
@param t String two
@return the 'edit distance' (Levenshtein distance) between the two strings.[SEP]public static int levenshteinDistance(CharSequence s, CharSequence t)
    {
        // degenerate cases          s
        if (s == null || """".equals(s))
        {
            return t == null || """".equals(t) ? 0 : t.length();
        }
        else if (t == null || """".equals(t))
        {
            return s.length();
        }

        // create two work vectors of integer distances
        int[] v0 = new int[t.length() + 1];
        int[] v1 = new int[t.length() + 1];

        // initialize v0 (the previous row of distances)
        // this row is A[0][i]: edit distance for an empty s
        // the distance is just the number of characters to delete from t
        for (int i = 0; i < v0.length; i++)
        {
            v0[i] = i;
        }

        int sLen = s.length();
        int tLen = t.length();
        for (int i = 0; i < sLen; i++)
        {
            // calculate v1 (current row distances) from the previous row v0

            // first element of v1 is A[i+1][0]
            //   edit distance is delete (i+1) chars from s to match empty t
            v1[0] = i + 1;

            // use formula to fill in the rest of the row
            for (int j = 0; j < tLen; j++)
            {
                int cost = (s.charAt(i) == t.charAt(j)) ? 0 : 1;
                v1[j + 1] = (int) MathUtilities.minimum(v1[j] + 1, v0[j + 1] + 1, v0[j] + cost);
            }

            // copy v1 (current row) to v0 (previous row) for next iteration
            System.arraycopy(v1, 0, v0, 0, v0.length);
        }

        return v1[t.length()];
    }"
1,"Compress a text file using the ZIP compressing algorithm.

@param filename the path to the file to be compressed[SEP]public static void zipCompress(String filename) throws IOException {
    FileOutputStream fos = new FileOutputStream(filename + COMPRESSION_SUFFIX);
    CheckedOutputStream csum = new CheckedOutputStream(fos, new CRC32());
    ZipOutputStream out = new ZipOutputStream(new BufferedOutputStream(csum));
    out.setComment(""Failmon records."");

    BufferedReader in = new BufferedReader(new FileReader(filename));
    out.putNextEntry(new ZipEntry(new File(filename).getName()));
    int c;
    while ((c = in.read()) != -1)
      out.write(c);
    in.close();

    out.finish();
    out.close();
  }"
0,"Set the current working directory for the default file system.

@param dir the new current working directory.[SEP]public void setWorkingDirectory(Path dir) {
    if (!dir.isAbsolute()) {
      FileSystem.LogForCollect
          .info(""set job working directory to non absolute path: "" + dir
              + "" working directory: "" + getWorkingDirectory());
    }
    dir = new Path(getWorkingDirectory(), dir);
    set(""mapred.working.dir"", dir.toString());
  }"
1,"Return the number of under replication blocks of priority[SEP]synchronized int size( int priority) {
    if (priority < 0 || priority >= LEVEL) {
      throw new IllegalArgumentException(""Unsupported priority: "" + priority);
    }
    return priorityQueues.get(priority).size();
  }"
1,"Set the current working directory for the default file system.

@param dir the new current working directory.
@throws IllegalStateException if the job is submitted[SEP]public void setWorkingDirectory(Path dir) throws IOException {
    ensureState(JobState.DEFINE);
    conf.setWorkingDirectory(dir);
  }"
0,"Get the process id, either directly from option's ID or by looking up a regular expression for java process name
(but not this java process)

@param pOpts used to get eithe the process Id ({@link OptionsAndArgs#getPid()} or the pattern for matching a
process name ({@link OptionsAndArgs#getProcessPattern()})
@return the numeric id as string
@throws IllegalArgumentException if a pattern is used and no or more than one process name matches.[SEP]private String getProcessId(OptionsAndArgs pOpts) throws InvocationTargetException, NoSuchMethodException, IllegalAccessException {
        if (pOpts.getPid() != null) {
            return pOpts.getPid();
        } else if (pOpts.getProcessPattern() != null) {
            return findProcess(pOpts.getProcessPattern()).getId();
        } else {
            throw new IllegalArgumentException(""No process ID and no process name pattern given"");
        }
    }"
1,"Creates new list being random subset of the passed list

@param <T>      element generic type
@param elements list to process
@param count    returned list size
@return sublist of the elements list[SEP]public <T> List<T> randomElements(List<T> elements, int count) {
		if (elements.size() >= count) {
			return extractRandomList(elements, count);
		} else {
			List<T> randomElements = new ArrayList<T>();
			randomElements.addAll(extractRandomList(elements, count % elements.size()));
			do {
				randomElements.addAll(extractRandomList(elements, elements.size()));
			} while (randomElements.size() < count);
			return randomElements;
		}
	}"
0,"Create regular expression equivalent to any like operator string match
function.

@param expr
the expr
@param ignoreCase
whether to ignore the case
@return the string[SEP]public static String createLikeRegex(String expr, boolean ignoreCase)
    {
        String regex = createRegex(expr, ignoreCase);
        regex = regex.replace(""_"", ""."").replace(""%"", "".*?"");

        return regex;
    }"
0,"Formats a date in a specific format.
@param format the date format
@param loc the locale instance
@return a formatted date[SEP]public String formatDate(String format, Locale loc) {
		MultivaluedMap<String, String> params = new MultivaluedHashMap<>();
		params.putSingle(""format"", format);
		params.putSingle(""locale"", loc == null ? null : loc.toString());
		return getEntity(invokeGet(""utils/formatdate"", params), String.class);
	}"
1,"Converts a string to a number using the narrowest possible type. Possible
returns for this function are BigDecimal, Double, BigInteger, Long, and Integer.
When a Double is returned, it should always be a valid Double and not NaN or +-infinity.

@param val value to convert
@return Number representation of the value.
@throws NumberFormatException thrown if the value is not a valid number. A public
caller should catch this and wrap it in a {@link JSONException} if applicable.[SEP]protected static Number stringToNumber(final String val) throws NumberFormatException {
        char initial = val.charAt(0);
        if ((initial >= '0' && initial <= '9') || initial == '-') {
            // decimal representation
            if (isDecimalNotation(val)) {
                // quick dirty way to see if we need a BigDecimal instead of a Double
                // this only handles some cases of overflow or underflow
                if (val.length()>14) {
                    return new BigDecimal(val);
                }
                final Double d = Double.valueOf(val);
                if (d.isInfinite() || d.isNaN()) {
                    // if we can't parse it as a double, go up to BigDecimal
                    // this is probably due to underflow like 4.32e-678
                    // or overflow like 4.65e5324. The size of the string is small
                    // but can't be held in a Double.
                    return new BigDecimal(val);
                }
                return d;
            }
            // integer representation.
            // This will narrow any values to the smallest reasonable Object representation
            // (Integer, Long, or BigInteger)
            
            // string version
            // The compare string length method reduces GC,
            // but leads to smaller integers being placed in larger wrappers even though not
            // needed. i.e. 1,000,000,000 -> Long even though it's an Integer
            // 1,000,000,000,000,000,000 -> BigInteger even though it's a Long
            //if(val.length()<=9){
            //    return Integer.valueOf(val);
            //}
            //if(val.length()<=18){
            //    return Long.valueOf(val);
            //}
            //return new BigInteger(val);
            
            // BigInteger version: We use a similar bitLenth compare as
            // BigInteger#intValueExact uses. Increases GC, but objects hold
            // only what they need. i.e. Less runtime overhead if the value is
            // long lived. Which is the better tradeoff? This is closer to what's
            // in stringToValue.
            BigInteger bi = new BigInteger(val);
            if(bi.bitLength()<=31){
                return Integer.valueOf(bi.intValue());
            }
            if(bi.bitLength()<=63){
                return Long.valueOf(bi.longValue());
            }
            return bi;
        }
        throw new NumberFormatException(""val [""+val+""] is not a valid number."");
    }"
1,"<p>
Calculates the value of the specified probability function at the specified point.
</p>[SEP]static
	public double probability(ContinuousDistribution distribution, Number x){

		if(distribution instanceof GaussianDistribution){
			return probability((GaussianDistribution)distribution, x);
		} else

		if(distribution instanceof PoissonDistribution){
			return probability((PoissonDistribution)distribution, x);
		}

		throw new UnsupportedElementException(distribution);
	}"
0,"POST to the given URI the passed {@link JsonPayload}.[SEP]public Observable<HttpClientResponse<ByteBuf>>
  postSmile(String uriStr, JsonPayload payload) {
    byte[] entity = toByteArray(SMILE_FACTORY, payload);
    URI uri = URI.create(uriStr);
    return rxHttp.post(uri, SMILE_CONTENT_TYPE, entity);
  }"
0,"Remove permutations, if present.[SEP]public void removePermutations(List<Integer> removed) {

		int[] permutations = new int[this.permutations.length];

		int index = 0;
		permutations:
		for (int j : this.permutations) {
			for (int i = 0; i < removed.size(); i++) {
				if(removed.get(i) == j) {
					// skip this
					removed.remove(i);

					continue permutations;
				}
			}

			permutations[index] = j;

			index++;
		}

		int[] effectivePermutations = new int[index];
		System.arraycopy(permutations, 0, effectivePermutations, 0, index);
		
		this.rotations = new int[permutations.length];
		this.reset = new int[permutations.length];
		this.permutations = effectivePermutations;
		Arrays.sort(permutations); // ascending order to make the permutation logic work
	}"
0,"Generates synthetic observations randomly in front of the camera.  Observations are in normalized image
coordinates and not pixels!  See {@link PerspectiveOps#convertPixelToNorm} for how to go from pixels
to normalized image coordinates.[SEP]public List<Point2D3D> createObservations( Se3_F64 worldToCamera , int total ) {

		Se3_F64 cameraToWorld = worldToCamera.invert(null);

		// transform from pixel coordinates to normalized pixel coordinates, which removes lens distortion
		Point2Transform2_F64 pixelToNorm = LensDistortionFactory.narrow(intrinsic).undistort_F64(true,false);

		List<Point2D3D> observations = new ArrayList<>();

		Point2D_F64 norm = new Point2D_F64();
		for (int i = 0; i < total; i++) {
			// randomly pixel a point inside the image
			double x = rand.nextDouble()*intrinsic.width;
			double y = rand.nextDouble()*intrinsic.height;

			// Convert to normalized image coordinates because that's what PNP needs.
			// it can't process pixel coordinates
			pixelToNorm.compute(x,y,norm);

			// Randomly pick a depth and compute 3D coordinate
			double Z = rand.nextDouble()+4;
			double X = norm.x*Z;
			double Y = norm.y*Z;

			// Change the point's reference frame from camera to world
			Point3D_F64 cameraPt = new Point3D_F64(X,Y,Z);
			Point3D_F64 worldPt = new Point3D_F64();

			SePointOps_F64.transform(cameraToWorld,cameraPt,worldPt);

			// Save the perfect noise free observation
			Point2D3D o = new Point2D3D();
			o.getLocation().set(worldPt);
			o.getObservation().set(norm.x,norm.y);

			observations.add(o);
		}

		return observations;
	}"
1,"Displays a context menu for a class leaf node
Allows copying of the name and the path to the source[SEP]private void handleContextMenu(JTree tree, int x, int y) {
		TreePath path = tree.getPathForLocation(x, y);
		tree.setSelectionPath(path);
		DefaultMutableTreeNode node = (DefaultMutableTreeNode) tree.getLastSelectedPathComponent();

		if (node == null)
			return;
		if (!node.isLeaf()) {
			tree.setSelectionPath(null);
			return;
		}
		final AppInfo info = (AppInfo) node.getUserObject();

		JMenuItem copyname = new JMenuItem(""Copy Name"");
		copyname.addActionListener(e -> {
			Clipboard clipboard = Toolkit.getDefaultToolkit().getSystemClipboard();
			clipboard.setContents(new StringSelection(info.app.getSimpleName()), null);
		});

		JMenuItem copypath = new JMenuItem(""Copy Path"");
		copypath.addActionListener(e -> {
			String path1 = UtilIO.getSourcePath(info.app.getPackage().getName(), info.app.getSimpleName());
			Clipboard clipboard = Toolkit.getDefaultToolkit().getSystemClipboard();
			clipboard.setContents(new StringSelection(path1), null);
		});

		JMenuItem github = new JMenuItem(""Go to Github"");
		github.addActionListener(e -> openInGitHub(info));

		JPopupMenu submenu = new JPopupMenu();
		submenu.add(copyname);
		submenu.add(copypath);
		submenu.add(github);
		submenu.show(tree, x, y);
	}"
0,"Summarize fields which are specific to hex.glm.GLMModel.[SEP]private static void summarizeGLMModel(ModelSummary summary, hex.glm.GLMModel model) {
    // add generic fields such as column names
    summarizeModelCommonFields(summary, model);

    summary.model_algorithm = ""GLM"";

    JsonObject all_params = (model.get_params()).toJSON();
    summary.critical_parameters = whitelistJsonObject(all_params, GLM_critical_params);
    summary.secondary_parameters = whitelistJsonObject(all_params, GLM_secondary_params);
    summary.expert_parameters = whitelistJsonObject(all_params, GLM_expert_params);
  }"
0,"Summarize fields which are specific to hex.deeplearning.DeepLearningModel.[SEP]private static void summarizeDeepLearningModel(ModelSummary summary, hex.deeplearning.DeepLearningModel model) {
    // add generic fields such as column names
    summarizeModelCommonFields(summary, model);

    summary.model_algorithm = ""DeepLearning"";

    JsonObject all_params = (model.get_params()).toJSON();
    summary.critical_parameters = whitelistJsonObject(all_params, DL_critical_params);
    summary.secondary_parameters = whitelistJsonObject(all_params, DL_secondary_params);
    summary.expert_parameters = whitelistJsonObject(all_params, DL_expert_params);
  }"
1,"Summarize fields which are specific to hex.nb.NBModel.[SEP]private static void summarizeNBModel(ModelSummary summary, hex.nb.NBModel model) {
    // add generic fields such as column names
    summarizeModelCommonFields(summary, model);

    summary.model_algorithm = ""Naive Bayes"";

    JsonObject all_params = (model.get_params()).toJSON();
    summary.critical_parameters = whitelistJsonObject(all_params, NB_critical_params);
    summary.secondary_parameters = whitelistJsonObject(all_params, NB_secondary_params);
    summary.expert_parameters = whitelistJsonObject(all_params, NB_expert_params);
  }"
0,"Force session to read-only according to options.

@param mustBeReadOnly is read-only flag
@throws SQLException if a connection error occur[SEP]public void switchReadOnlyConnection(Boolean mustBeReadOnly) throws SQLException {
    if (urlParser.getOptions().assureReadOnly && currentReadOnlyAsked != mustBeReadOnly) {
      proxy.lock.lock();
      try {
        // verify not updated now that hold lock, double check safe due to volatile
        if (currentReadOnlyAsked != mustBeReadOnly) {
          currentReadOnlyAsked = mustBeReadOnly;
          setSessionReadOnly(mustBeReadOnly, currentProtocol);
        }
      } finally {
        proxy.lock.unlock();
      }
    }
  }"
1,"Creates a new matrix that stores <i>A*B</i>
@param B the matrix to multiply by
@return a new matrix <i>A*B</i>[SEP]public Matrix multiply(Matrix B)
    {
        Matrix C = new DenseMatrix(this.rows(), B.cols());
        multiply(B, C);
        return C;
    }"
1,"Creates a new matrix that stores <i>A*B</i>
@param B the matrix to multiply by
@param threadPool the source of threads to do computation in parallel
@return a new matrix <i>A*B</i>[SEP]public Matrix multiply(Matrix B, ExecutorService threadPool)
    {
        Matrix C = new DenseMatrix(this.rows(), B.cols());
        multiply(B, C, threadPool);
        return C;
    }"
0,"Get the indicator if the value is case sensitive

@return boolean indicating if the value is case sensitive[SEP]public boolean isCaseSensitive() {
        switch (getJcrType()) {
            case PropertyType.DOUBLE:
            case PropertyType.LONG:
            case PropertyType.DECIMAL:
            case PropertyType.WEAKREFERENCE:
            case PropertyType.REFERENCE: // conversion is case-insensitive
            case PropertyType.BOOLEAN: // conversion is case-insensitive
                return false;
        }
        return true;
    }"
1,"Decrypt an AES encrypted byte array

@param key            The encryption key
@param iv             The iv
@param encryptedBytes The data to decrypt
@return The decrypted data
@throws NoSuchPaddingException
@throws NoSuchAlgorithmException
@throws InvalidAlgorithmParameterException
@throws InvalidKeyException
@throws BadPaddingException
@throws IllegalBlockSizeException[SEP]public static byte[] decryptAES(SecretKey key, byte[] iv, byte[] encryptedBytes) throws
            NoSuchPaddingException, NoSuchAlgorithmException, InvalidAlgorithmParameterException,
            InvalidKeyException, BadPaddingException, IllegalBlockSizeException {
        Cipher aesCipher = Cipher.getInstance(""AES/CBC/PKCS5Padding"");
        IvParameterSpec ivParameter = new IvParameterSpec(iv);
        // see http://stackoverflow.com/a/11506343
        Key encryptionKey = new SecretKeySpec(key.getEncoded(),""AES"");
        aesCipher.init(Cipher.DECRYPT_MODE, encryptionKey, ivParameter);
        return aesCipher.doFinal(encryptedBytes);
    }"
1,"Checks to see how similar two strings are using the Levenshtein distance algorithm.

@param s1 The first string to compare against.
@param s2 The second string to compare against.
@return A value between 0 and 1.0, where 1.0 is an exact match and 0 is no match at all.[SEP]public static double similarLevenshtein(String s1, String s2) {
        if (s1.equals(s2)) {
            return 1.0;
        }

        // Make sure s1 is the longest string
        if (s1.length() < s2.length()) {
            String swap = s1;
            s1 = s2;
            s2 = swap;
        }

        int bigLength = s1.length();
        return (bigLength - StringUtils.getLevenshteinDistance(s2, s1)) / (double) bigLength;
    }"
1,"Checks to see how similar two strings are using the Damerau-Levenshtein distance algorithm.

@param s1 The first string to compare against.
@param s2 The second string to compare against.
@return A value between 0 and 1.0, where 1.0 is an exact match and 0 is no match at all.[SEP]public static double similarDamerauLevenshtein(String s1, String s2) {
        if (s1.equals(s2)) {
            return 1.0;
        }

        // Make sure s1 is the longest string
        if (s1.length() < s2.length()) {
            String swap = s1;
            s1 = s2;
            s2 = swap;
        }

        int bigLength = s1.length();
        return (bigLength - getDamerauLevenshteinDistance(s2, s1)) / (double) bigLength;
    }"
1,"Add a ScatterPlot to the simulation

@param scatterID - An ID for the ScatterPlot
@param xAxisLabel - The name of the x axis
@param yAxisLabel - The name of the y axis
@throws ShanksException[SEP]public void addScatterPlot(String scatterID, String xAxisLabel, String yAxisLabel) throws ShanksException {
        if (!this.timeCharts.containsKey(scatterID)) {
            ScatterPlotGenerator scatter = new ScatterPlotGenerator();
            scatter.setTitle(scatterID);
            scatter.setXAxisLabel(xAxisLabel);
            scatter.setYAxisLabel(yAxisLabel);
            this.scatterPlots.put(scatterID, scatter);
        } else {
            throw new DuplicatedChartIDException(scatterID);
        }
    }"
1,"Generates a CFile from its json representation

@param jObj JSON object representing a CFile
@return the CFile object corresponding to the JSON object[SEP]private CFile parseCFile( JSONObject jObj )
    {
        CFile cfile;

        if ( jObj.optBoolean( ""is_dir"", false ) ) {
            cfile = new CFolder( new CPath( jObj.getString( ""path"" ) ) );

        } else {
            cfile = new CBlob( new CPath( jObj.getString( ""path"" ) ), jObj.getLong( ""bytes"" ), jObj.getString( ""mime_type"" ) );
            String stringDate = jObj.getString( ""modified"" );

            try {
                // stringDate looks like: ""Fri, 07 Mar 2014 17:47:55 +0000""
                SimpleDateFormat sdf = new SimpleDateFormat( ""EEE, dd MMM yyyy HH:mm:ss Z"", Locale.US );
                Date modified = sdf.parse( stringDate );
                cfile.setModificationDate( modified );

            } catch ( ParseException ex ) {
                throw new CStorageException( ""Can't parse date modified: "" + stringDate + "" ("" + ex.getMessage() + "")"", ex );
            }
        }

        return cfile;
    }"
1,"Factory method for create a new {@link CheckBox}.

@param id
the id
@param model
the model
@return the new {@link CheckBox}[SEP]public static CheckBox newCheckBox(final String id, final IModel<Boolean> model)
	{
		final CheckBox checkBox = new CheckBox(id, model);
		checkBox.setOutputMarkupId(true);
		return checkBox;
	}"
1,"/*
Sort handling[SEP]private List decodeSort(String value) {
        ArrayList sorts = new ArrayList();

        String[] nameAndSorts = value.split(DELIM_GRID_NAME);
        if(nameAndSorts.length != 2)
            return null;

        String namespace = nameAndSorts[0];
        String[] sortStrings = nameAndSorts[1].split(DELIM_SORT_TERM);

        // find the list of sorted columns
        // two columns of the bugs grid would be sorted as:
        //
        // netui_sort=bugs~id,-priority
        for(int i = 0; i < sortStrings.length; i++) {
            String sort = sortStrings[i];
            SortDirection sortDirection = SortDirection.NONE;
            if(sort.startsWith(""-""))
                sortDirection = SortDirection.DESCENDING;
            else
                sortDirection = SortDirection.ASCENDING;
            String sortExpression = (sortDirection == SortDirection.DESCENDING ? sort.substring(1) : sort);
            Sort gridSort = _config.createSort();
            gridSort.setSortExpression(sortExpression);
            gridSort.setDirection(sortDirection);
            sorts.add(gridSort);
        }

        return sorts;
    }"
0,"Initializing method.

@return[SEP]public AbstractJdbcHelper init() {
        dataSources.forEach((key, ds) -> DbcHelper.registerJdbcDataSource(id + ""-"" + key, ds));
        return this;
    }"
0,"Creates a new Regression Suite with title assigned with this Regression Plan.

@param name           Title of the suite.
@param regressionPlan Regression Plan to assign.
@return A newly minted Regression Suite that exists in the VersionOne system.[SEP]public RegressionSuite regressionSuite(String name, RegressionPlan regressionPlan) {
        return regressionSuite(name, regressionPlan, null);
    }"
0,"Convert an array of <code>AbstractFilter</code> objects to a chain of
filters by calling the {@link #setAnd} the method of each filter object.

@param filterArray An array of AbstractFilter objects having length
greater than zero.
@return The first filter in the chain which will be == to filterArray[0][SEP]public static Filter filterArrayToChain(Filter[] filterArray) {
        for (int i = 0; i < (filterArray.length - 1); i++) {
            AbstractFilter thisFilter = (AbstractFilter) filterArray[i];
            thisFilter.setAnd(filterArray[i + 1]);
        }
        AbstractFilter lastFilter = (AbstractFilter) filterArray[filterArray.length - 1];
        lastFilter.setAnd(null);
        return filterArray[0];
    }"
0,"Return an array that contains all of the filters in the chain.[SEP]@Override
    public Filter[] filterChainToArray() {
        int length = chainLength();
        Filter[] array = new Filter[length];
        Filter thisFilter = this;
        for (int i = 0; i < length; i++) {
            array[i] = thisFilter;
            thisFilter = thisFilter.getAnd();
        }
        return array;
    }"
0,"Concats a path from all given parts, using the path delimiter for the currently used platform.
@param _includeTrailingDelimiter include delimiter after last token
@param _parts parts to concat
@return concatinated string[SEP]public static String concatFilePath(boolean _includeTrailingDelimiter, String..._parts) {
        if (_parts == null) {
            return null;
        }
        StringBuilder allParts = new StringBuilder();

        for (int i = 0; i < _parts.length; i++) {
            if (_parts[i] == null) {
                continue;
            }
            allParts.append(_parts[i]);

            if (!_parts[i].endsWith(File.separator)) {
                allParts.append(File.separator);
            }
        }

        if (!_includeTrailingDelimiter && allParts.length() > 0) {
            return allParts.substring(0, allParts.lastIndexOf(File.separator));
        }

        return allParts.toString();
    }"
1,"Read properties from given filename
(returns empty {@link Properties} object on failure).

@param _fileName The properties file to read
@param _props optional properties object, if null a new object created in the method
@return {@link Properties} object[SEP]public static Properties readPropertiesFromFile(String _fileName, Properties _props) {
        Properties props = _props == null ? new Properties() : _props;

        LOGGER.debug(""Trying to read properties from file: "" + _fileName);
        Properties newProperties = readProperties(new File(_fileName));
        if (newProperties != null) {
            LOGGER.debug(""Successfully read properties from file: "" + _fileName);
            props.putAll(newProperties);
        }

        return props;
    }"
1,"Formats the label Text shapes in the given axis by cutting text value.[SEP]private void cut(XYChartLabel label, double maxWidth, double maxHeight, double rotation)
    {
        String text = label.getLabel().getText();

        // Cut text.
        cutLabelText(label, maxWidth - 5, maxHeight - 5, rotation);

        String cutText = label.getLabel().getText();

        // If text is cut, add suffix characters.
        if (text.length() != cutText.length())
        {
            label.getLabel().setText(label.getLabel().getText() + ""..."");
        }
        // TODO: Animate.
        // animate(label, text, cutText, originalRotation);

        // Move label to top.
        label.getLabelContainer().moveToTop();
    }"
