,summary,config,name,group,tag
164,"{'_runtime': 3.4392354488372803, '_step': 20, '_timestamp': 1733919416.7871935, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.42857142857142855, 'eval/f1_macro': 0.4047619047619048, 'eval/f1_micro': 0.42857142857142855, 'eval/f1_weighted': 0.40624454910169194, 'eval/loss': 1.3245738012583037, 'eval/precision_macro': 0.4425595238095238, 'eval/precision_micro': 0.42857142857142855, 'eval/precision_weighted': 0.4428004535147392, 'eval/recall_macro': 0.4272727272727273, 'eval/recall_micro': 0.42857142857142855, 'eval/recall_weighted': 0.42857142857142855, 'split': 10, 'test/accuracy': 0.2698412698412698, 'test/f1_macro': 0.1828703703703704, 'test/f1_micro': 0.2698412698412698, 'test/f1_weighted': 0.24764844209288653, 'test/loss': 1.5170563266122583, 'test/precision_macro': 0.1786967418546366, 'test/precision_micro': 0.2698412698412698, 'test/precision_weighted': 0.2445080956359152, 'test/recall_macro': 0.2118212669683258, 'test/recall_micro': 0.2698412698412698, 'test/recall_weighted': 0.2698412698412698}","{'dt_criterion': 'gini', 'dt_max_depth': 10, 'trial.number': 98, 'dt_min_samples_leaf': 29}",swift-wood-760,DecisionTree,"['BoW', 'preprocessed']"
165,"{'_runtime': 3.5905466079711914, '_step': 20, '_timestamp': 1733919426.9779866, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.5714285714285714, 'eval/f1_macro': 0.5827313381492948, 'eval/f1_micro': 0.5714285714285714, 'eval/f1_weighted': 0.5840254230347109, 'eval/loss': 4.2186352799309805, 'eval/precision_macro': 0.6431595365418895, 'eval/precision_micro': 0.5714285714285714, 'eval/precision_weighted': 0.6502313046430693, 'eval/recall_macro': 0.575, 'eval/recall_micro': 0.5714285714285714, 'eval/recall_weighted': 0.5714285714285714, 'split': 10, 'test/accuracy': 0.3492063492063492, 'test/f1_macro': 0.29035520186335406, 'test/f1_micro': 0.3492063492063492, 'test/f1_weighted': 0.33264591343783895, 'test/loss': 7.939023427512602, 'test/precision_macro': 0.32974481658692184, 'test/precision_micro': 0.3492063492063492, 'test/precision_weighted': 0.35747196273512066, 'test/recall_macro': 0.28638763197586725, 'test/recall_micro': 0.3492063492063492, 'test/recall_weighted': 0.3492063492063492}","{'dt_criterion': 'entropy', 'dt_max_depth': 11, 'trial.number': 99, 'dt_min_samples_leaf': 7}",absurd-deluge-761,DecisionTree,"['BoW', 'preprocessed']"
166,"{'_runtime': 2.651550769805908, '_step': 20, '_timestamp': 1733919446.8488138, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.7380952380952381, 'eval/f1_macro': 0.7160839160839161, 'eval/f1_micro': 0.7380952380952381, 'eval/f1_weighted': 0.7216117216117216, 'eval/loss': 3.136581772025506, 'eval/precision_macro': 0.7295454545454545, 'eval/precision_micro': 0.7380952380952381, 'eval/precision_weighted': 0.7317460317460318, 'eval/recall_macro': 0.7295454545454545, 'eval/recall_micro': 0.7380952380952381, 'eval/recall_weighted': 0.7380952380952381, 'split': 10, 'test/accuracy': 0.36507936507936506, 'test/f1_macro': 0.330829054666264, 'test/f1_micro': 0.36507936507936506, 'test/f1_weighted': 0.3841020551984007, 'test/loss': 12.582146297264924, 'test/precision_macro': 0.3565907132083603, 'test/precision_micro': 0.36507936507936506, 'test/precision_weighted': 0.4382710349096904, 'test/recall_macro': 0.33667200854700857, 'test/recall_micro': 0.36507936507936506, 'test/recall_weighted': 0.36507936507936506}","{'dt_criterion': 'entropy', 'dt_max_depth': 10, 'trial.number': 0, 'dt_min_samples_leaf': 9}",spring-fire-762,DecisionTree,"['TfIdf', 'preprocessed']"
167,"{'_runtime': 3.625270128250122, '_step': 20, '_timestamp': 1733919457.0068142, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.6190476190476191, 'eval/f1_macro': 0.5694444444444444, 'eval/f1_micro': 0.6190476190476191, 'eval/f1_weighted': 0.5740740740740741, 'eval/loss': 2.473856905712507, 'eval/precision_macro': 0.625, 'eval/precision_micro': 0.6190476190476191, 'eval/precision_weighted': 0.6220238095238095, 'eval/recall_macro': 0.6090909090909091, 'eval/recall_micro': 0.6190476190476191, 'eval/recall_weighted': 0.6190476190476191, 'split': 10, 'test/accuracy': 0.23809523809523808, 'test/f1_macro': 0.24686779417308888, 'test/f1_micro': 0.23809523809523808, 'test/f1_weighted': 0.2497044432392548, 'test/loss': 9.006685258405712, 'test/precision_macro': 0.3188186813186813, 'test/precision_micro': 0.23809523809523808, 'test/precision_weighted': 0.3609366823652538, 'test/recall_macro': 0.2676282051282051, 'test/recall_micro': 0.23809523809523808, 'test/recall_weighted': 0.23809523809523808}","{'dt_criterion': 'gini', 'dt_max_depth': 15, 'trial.number': 1, 'dt_min_samples_leaf': 8}",copper-dawn-763,DecisionTree,"['TfIdf', 'preprocessed']"
168,"{'_runtime': 3.587785482406616, '_step': 20, '_timestamp': 1733919466.9725575, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.42857142857142855, 'eval/f1_macro': 0.3601398601398602, 'eval/f1_micro': 0.42857142857142855, 'eval/f1_weighted': 0.36863136863136864, 'eval/loss': 1.2751456409202286, 'eval/precision_macro': 0.31666666666666665, 'eval/precision_micro': 0.42857142857142855, 'eval/precision_weighted': 0.32380952380952377, 'eval/recall_macro': 0.4181818181818182, 'eval/recall_micro': 0.42857142857142855, 'eval/recall_weighted': 0.42857142857142855, 'split': 10, 'test/accuracy': 0.23809523809523808, 'test/f1_macro': 0.19791666666666663, 'test/f1_micro': 0.23809523809523808, 'test/f1_weighted': 0.166005291005291, 'test/loss': 1.3468615921041167, 'test/precision_macro': 0.1607142857142857, 'test/precision_micro': 0.23809523809523808, 'test/precision_weighted': 0.13151927437641722, 'test/recall_macro': 0.2777777777777778, 'test/recall_micro': 0.23809523809523808, 'test/recall_weighted': 0.23809523809523808}","{'dt_criterion': 'entropy', 'dt_max_depth': 6, 'trial.number': 2, 'dt_min_samples_leaf': 91}",fluent-salad-764,DecisionTree,"['TfIdf', 'preprocessed']"
169,"{'_runtime': 3.504775285720825, '_step': 20, '_timestamp': 1733919476.9492433, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.4047619047619048, 'eval/f1_macro': 0.2673160173160173, 'eval/f1_micro': 0.4047619047619048, 'eval/f1_weighted': 0.2800453514739229, 'eval/loss': 2.0820666303429687, 'eval/precision_macro': 0.2250733137829912, 'eval/precision_micro': 0.4047619047619048, 'eval/precision_weighted': 0.23579109062980028, 'eval/recall_macro': 0.3863636363636363, 'eval/recall_micro': 0.4047619047619048, 'eval/recall_weighted': 0.4047619047619048, 'split': 10, 'test/accuracy': 0.1746031746031746, 'test/f1_macro': 0.07534246575342465, 'test/f1_micro': 0.1746031746031746, 'test/f1_weighted': 0.05740378343118069, 'test/loss': 1.3932542664080647, 'test/precision_macro': 0.04508196721311475, 'test/precision_micro': 0.1746031746031746, 'test/precision_weighted': 0.03434816549570648, 'test/recall_macro': 0.22916666666666663, 'test/recall_micro': 0.1746031746031746, 'test/recall_weighted': 0.1746031746031746}","{'dt_criterion': 'entropy', 'dt_max_depth': 2, 'trial.number': 3, 'dt_min_samples_leaf': 5}",glowing-aardvark-765,DecisionTree,"['TfIdf', 'preprocessed']"
170,"{'_runtime': 3.4668734073638916, '_step': 20, '_timestamp': 1733919487.163865, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.4047619047619048, 'eval/f1_macro': 0.3217864923747277, 'eval/f1_micro': 0.4047619047619048, 'eval/f1_weighted': 0.32476397966594045, 'eval/loss': 1.2595786307798438, 'eval/precision_macro': 0.2915376676986584, 'eval/precision_micro': 0.4047619047619048, 'eval/precision_weighted': 0.29561649221091946, 'eval/recall_macro': 0.4022727272727273, 'eval/recall_micro': 0.4047619047619048, 'eval/recall_weighted': 0.4047619047619048, 'split': 10, 'test/accuracy': 0.23809523809523808, 'test/f1_macro': 0.2149122807017544, 'test/f1_micro': 0.23809523809523808, 'test/f1_weighted': 0.1748816485658591, 'test/loss': 1.4023642220583568, 'test/precision_macro': 0.225, 'test/precision_micro': 0.23809523809523808, 'test/precision_weighted': 0.19365079365079363, 'test/recall_macro': 0.3055555555555556, 'test/recall_micro': 0.23809523809523808, 'test/recall_weighted': 0.23809523809523808}","{'dt_criterion': 'gini', 'dt_max_depth': 3, 'trial.number': 4, 'dt_min_samples_leaf': 25}",deep-dew-766,DecisionTree,"['TfIdf', 'preprocessed']"
171,"{'_runtime': 3.4987032413482666, '_step': 20, '_timestamp': 1733919495.5687945, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.5, 'eval/f1_macro': 0.4685300207039337, 'eval/f1_micro': 0.5, 'eval/f1_weighted': 0.4745144434585428, 'eval/loss': 1.1100111843644898, 'eval/precision_macro': 0.490625, 'eval/precision_micro': 0.5, 'eval/precision_weighted': 0.49255952380952384, 'eval/recall_macro': 0.4909090909090909, 'eval/recall_micro': 0.5, 'eval/recall_weighted': 0.5, 'split': 10, 'test/accuracy': 0.1904761904761905, 'test/f1_macro': 0.19558889386475592, 'test/f1_micro': 0.1904761904761905, 'test/f1_weighted': 0.1836521442432772, 'test/loss': 3.602917461507963, 'test/precision_macro': 0.22028186274509803, 'test/precision_micro': 0.1904761904761905, 'test/precision_weighted': 0.22471210706504824, 'test/recall_macro': 0.22676282051282048, 'test/recall_micro': 0.1904761904761905, 'test/recall_weighted': 0.1904761904761905}","{'dt_criterion': 'entropy', 'dt_max_depth': 8, 'trial.number': 5, 'dt_min_samples_leaf': 41}",likely-voice-767,DecisionTree,"['TfIdf', 'preprocessed']"
172,"{'_runtime': 3.648916244506836, '_step': 20, '_timestamp': 1733919504.434513, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.4523809523809524, 'eval/f1_macro': 0.3810140384353278, 'eval/f1_micro': 0.4523809523809524, 'eval/f1_weighted': 0.3904995554170967, 'eval/loss': 1.230862305825985, 'eval/precision_macro': 0.34027777777777773, 'eval/precision_micro': 0.4523809523809524, 'eval/precision_weighted': 0.34854497354497355, 'eval/recall_macro': 0.4409090909090909, 'eval/recall_micro': 0.4523809523809524, 'eval/recall_weighted': 0.4523809523809524, 'split': 10, 'test/accuracy': 0.23809523809523808, 'test/f1_macro': 0.21120608972359145, 'test/f1_micro': 0.23809523809523808, 'test/f1_weighted': 0.17387523633233998, 'test/loss': 1.3984190376475476, 'test/precision_macro': 0.16876714117800706, 'test/precision_micro': 0.23809523809523808, 'test/precision_weighted': 0.13764352983368264, 'test/recall_macro': 0.2847222222222222, 'test/recall_micro': 0.23809523809523808, 'test/recall_weighted': 0.23809523809523808}","{'dt_criterion': 'gini', 'dt_max_depth': 3, 'trial.number': 6, 'dt_min_samples_leaf': 51}",ethereal-star-768,DecisionTree,"['TfIdf', 'preprocessed']"
173,"{'_runtime': 3.505687952041626, '_step': 20, '_timestamp': 1733919512.6540918, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.4523809523809524, 'eval/f1_macro': 0.37505827505827505, 'eval/f1_micro': 0.4523809523809524, 'eval/f1_weighted': 0.38339438339438336, 'eval/loss': 1.2394561309430374, 'eval/precision_macro': 0.37424242424242427, 'eval/precision_micro': 0.4523809523809524, 'eval/precision_weighted': 0.37777777777777777, 'eval/recall_macro': 0.43863636363636366, 'eval/recall_micro': 0.4523809523809524, 'eval/recall_weighted': 0.4523809523809524, 'split': 10, 'test/accuracy': 0.1904761904761905, 'test/f1_macro': 0.1794294294294294, 'test/f1_micro': 0.1904761904761905, 'test/f1_weighted': 0.14309547642880976, 'test/loss': 2.4513559493679264, 'test/precision_macro': 0.15746753246753248, 'test/precision_micro': 0.1904761904761905, 'test/precision_weighted': 0.13218923933209648, 'test/recall_macro': 0.2552083333333333, 'test/recall_micro': 0.1904761904761905, 'test/recall_weighted': 0.1904761904761905}","{'dt_criterion': 'entropy', 'dt_max_depth': 13, 'trial.number': 7, 'dt_min_samples_leaf': 68}",misty-spaceship-769,DecisionTree,"['TfIdf', 'preprocessed']"
174,"{'_runtime': 3.5396268367767334, '_step': 20, '_timestamp': 1733919521.185892, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.4523809523809524, 'eval/f1_macro': 0.37905982905982905, 'eval/f1_micro': 0.4523809523809524, 'eval/f1_weighted': 0.3865282865282865, 'eval/loss': 1.291545982092706, 'eval/precision_macro': 0.34692982456140353, 'eval/precision_micro': 0.4523809523809524, 'eval/precision_weighted': 0.3515455304928989, 'eval/recall_macro': 0.4409090909090909, 'eval/recall_micro': 0.4523809523809524, 'eval/recall_weighted': 0.4523809523809524, 'split': 10, 'test/accuracy': 0.2222222222222222, 'test/f1_macro': 0.18528221005001191, 'test/f1_micro': 0.2222222222222222, 'test/f1_weighted': 0.15510117677300342, 'test/loss': 1.4320973529984335, 'test/precision_macro': 0.18125, 'test/precision_micro': 0.2222222222222222, 'test/precision_weighted': 0.15753968253968256, 'test/recall_macro': 0.2777777777777778, 'test/recall_micro': 0.2222222222222222, 'test/recall_weighted': 0.2222222222222222}","{'dt_criterion': 'gini', 'dt_max_depth': 3, 'trial.number': 8, 'dt_min_samples_leaf': 39}",lilac-snow-770,DecisionTree,"['TfIdf', 'preprocessed']"
175,"{'_runtime': 3.4905481338500977, '_step': 20, '_timestamp': 1733919530.277281, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.4047619047619048, 'eval/f1_macro': 0.2673160173160173, 'eval/f1_micro': 0.4047619047619048, 'eval/f1_weighted': 0.2800453514739229, 'eval/loss': 2.082043103143614, 'eval/precision_macro': 0.2250733137829912, 'eval/precision_micro': 0.4047619047619048, 'eval/precision_weighted': 0.23579109062980028, 'eval/recall_macro': 0.3863636363636363, 'eval/recall_micro': 0.4047619047619048, 'eval/recall_weighted': 0.4047619047619048, 'split': 10, 'test/accuracy': 0.1746031746031746, 'test/f1_macro': 0.07534246575342465, 'test/f1_micro': 0.1746031746031746, 'test/f1_weighted': 0.05740378343118069, 'test/loss': 1.3932542664080647, 'test/precision_macro': 0.04508196721311475, 'test/precision_micro': 0.1746031746031746, 'test/precision_weighted': 0.03434816549570648, 'test/recall_macro': 0.22916666666666663, 'test/recall_micro': 0.1746031746031746, 'test/recall_weighted': 0.1746031746031746}","{'dt_criterion': 'entropy', 'dt_max_depth': 2, 'trial.number': 9, 'dt_min_samples_leaf': 9}",honest-waterfall-771,DecisionTree,"['TfIdf', 'preprocessed']"
176,"{'_runtime': 4.054206371307373, '_step': 20, '_timestamp': 1733919540.9351964, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.6190476190476191, 'eval/f1_macro': 0.6110475464022375, 'eval/f1_micro': 0.6190476190476191, 'eval/f1_weighted': 0.61174070441805, 'eval/loss': 1.6650059694199224, 'eval/precision_macro': 0.626984126984127, 'eval/precision_micro': 0.6190476190476191, 'eval/precision_weighted': 0.6300075585789872, 'eval/recall_macro': 0.6204545454545455, 'eval/recall_micro': 0.6190476190476191, 'eval/recall_weighted': 0.6190476190476191, 'split': 10, 'test/accuracy': 0.4126984126984127, 'test/f1_macro': 0.36387911486433655, 'test/f1_micro': 0.4126984126984127, 'test/f1_weighted': 0.416136635278085, 'test/loss': 6.631370978318943, 'test/precision_macro': 0.3678000743218135, 'test/precision_micro': 0.4126984126984127, 'test/precision_weighted': 0.4298455168020386, 'test/recall_macro': 0.3715277777777778, 'test/recall_micro': 0.4126984126984127, 'test/recall_weighted': 0.4126984126984127}","{'dt_criterion': 'entropy', 'dt_max_depth': 9, 'trial.number': 10, 'dt_min_samples_leaf': 14}",light-sunset-772,DecisionTree,"['TfIdf', 'preprocessed']"
177,"{'_runtime': 3.625354051589966, '_step': 20, '_timestamp': 1733919548.848432, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.5714285714285714, 'eval/f1_macro': 0.5558069381598794, 'eval/f1_micro': 0.5714285714285714, 'eval/f1_weighted': 0.55641743877038, 'eval/loss': 2.59642988484555, 'eval/precision_macro': 0.5883699633699634, 'eval/precision_micro': 0.5714285714285714, 'eval/precision_weighted': 0.5908773765916623, 'eval/recall_macro': 0.5727272727272728, 'eval/recall_micro': 0.5714285714285714, 'eval/recall_weighted': 0.5714285714285714, 'split': 10, 'test/accuracy': 0.3333333333333333, 'test/f1_macro': 0.2990296827232918, 'test/f1_micro': 0.3333333333333333, 'test/f1_weighted': 0.33733207954475414, 'test/loss': 10.00195206095988, 'test/precision_macro': 0.2988742236024845, 'test/precision_micro': 0.3333333333333333, 'test/precision_weighted': 0.34337967070886327, 'test/recall_macro': 0.30101495726495725, 'test/recall_micro': 0.3333333333333333, 'test/recall_weighted': 0.3333333333333333}","{'dt_criterion': 'entropy', 'dt_max_depth': 9, 'trial.number': 11, 'dt_min_samples_leaf': 13}",sparkling-eon-773,DecisionTree,"['TfIdf', 'preprocessed']"
178,"{'_runtime': 3.537588596343994, '_step': 20, '_timestamp': 1733919557.0740497, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.5714285714285714, 'eval/f1_macro': 0.5665470866709257, 'eval/f1_micro': 0.5714285714285714, 'eval/f1_weighted': 0.5682116901341433, 'eval/loss': 1.7401027297012508, 'eval/precision_macro': 0.5980042016806723, 'eval/precision_micro': 0.5714285714285714, 'eval/precision_weighted': 0.601670668267307, 'eval/recall_macro': 0.5727272727272728, 'eval/recall_micro': 0.5714285714285714, 'eval/recall_weighted': 0.5714285714285714, 'split': 10, 'test/accuracy': 0.36507936507936506, 'test/f1_macro': 0.33582467139635924, 'test/f1_micro': 0.36507936507936506, 'test/f1_weighted': 0.366678800798583, 'test/loss': 5.612175333585899, 'test/precision_macro': 0.33459752321981423, 'test/precision_micro': 0.36507936507936506, 'test/precision_weighted': 0.3815764902452208, 'test/recall_macro': 0.3486912393162393, 'test/recall_micro': 0.36507936507936506, 'test/recall_weighted': 0.36507936507936506}","{'dt_criterion': 'entropy', 'dt_max_depth': 20, 'trial.number': 12, 'dt_min_samples_leaf': 17}",woven-brook-774,DecisionTree,"['TfIdf', 'preprocessed']"
179,"{'_runtime': 3.628116607666016, '_step': 20, '_timestamp': 1733919567.2463517, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.6666666666666666, 'eval/f1_macro': 0.6431277056277056, 'eval/f1_micro': 0.6666666666666666, 'eval/f1_weighted': 0.642547928262214, 'eval/loss': 2.2065670325125937, 'eval/precision_macro': 0.7339743589743589, 'eval/precision_micro': 0.6666666666666666, 'eval/precision_weighted': 0.7411477411477411, 'eval/recall_macro': 0.6704545454545454, 'eval/recall_micro': 0.6666666666666666, 'eval/recall_weighted': 0.6666666666666666, 'split': 10, 'test/accuracy': 0.4444444444444444, 'test/f1_macro': 0.3730348598769651, 'test/f1_micro': 0.4444444444444444, 'test/f1_weighted': 0.429106677226978, 'test/loss': 11.39421015387331, 'test/precision_macro': 0.3819734345351043, 'test/precision_micro': 0.4444444444444444, 'test/precision_weighted': 0.42234270052106865, 'test/recall_macro': 0.37433226495726496, 'test/recall_micro': 0.4444444444444444, 'test/recall_weighted': 0.4444444444444444}","{'dt_criterion': 'entropy', 'dt_max_depth': 10, 'trial.number': 13, 'dt_min_samples_leaf': 5}",easy-capybara-775,DecisionTree,"['TfIdf', 'preprocessed']"
180,"{'_runtime': 3.7425169944763184, '_step': 20, '_timestamp': 1733919577.514991, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.5238095238095238, 'eval/f1_macro': 0.4508333333333333, 'eval/f1_micro': 0.5238095238095238, 'eval/f1_weighted': 0.4465079365079365, 'eval/loss': 2.6058180750645343, 'eval/precision_macro': 0.3928571428571429, 'eval/precision_micro': 0.5238095238095238, 'eval/precision_weighted': 0.3894557823129251, 'eval/recall_macro': 0.5295454545454545, 'eval/recall_micro': 0.5238095238095238, 'eval/recall_weighted': 0.5238095238095238, 'split': 10, 'test/accuracy': 0.3492063492063492, 'test/f1_macro': 0.265359477124183, 'test/f1_micro': 0.3492063492063492, 'test/f1_weighted': 0.3181242867517377, 'test/loss': 1.9408258141642671, 'test/precision_macro': 0.25146551724137933, 'test/precision_micro': 0.3492063492063492, 'test/precision_weighted': 0.30386973180076626, 'test/recall_macro': 0.29594017094017094, 'test/recall_micro': 0.3492063492063492, 'test/recall_weighted': 0.3492063492063492}","{'dt_criterion': 'entropy', 'dt_max_depth': 5, 'trial.number': 14, 'dt_min_samples_leaf': 5}",polar-breeze-776,DecisionTree,"['TfIdf', 'preprocessed']"
181,"{'_runtime': 3.517353057861328, '_step': 20, '_timestamp': 1733919587.394807, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.4523809523809524, 'eval/f1_macro': 0.441215217531007, 'eval/f1_micro': 0.4523809523809524, 'eval/f1_weighted': 0.4388229425823411, 'eval/loss': 1.0245889740055856, 'eval/precision_macro': 0.446875, 'eval/precision_micro': 0.4523809523809524, 'eval/precision_weighted': 0.44583333333333336, 'eval/recall_macro': 0.4568181818181818, 'eval/recall_micro': 0.4523809523809524, 'eval/recall_weighted': 0.4523809523809524, 'split': 10, 'test/accuracy': 0.380952380952381, 'test/f1_macro': 0.3611612579697686, 'test/f1_micro': 0.380952380952381, 'test/f1_weighted': 0.40220987313185896, 'test/loss': 5.649683925325218, 'test/precision_macro': 0.4285714285714285, 'test/precision_micro': 0.380952380952381, 'test/precision_weighted': 0.4890400604686318, 'test/recall_macro': 0.36538461538461536, 'test/recall_micro': 0.380952380952381, 'test/recall_weighted': 0.380952380952381}","{'dt_criterion': 'entropy', 'dt_max_depth': 6, 'trial.number': 15, 'dt_min_samples_leaf': 24}",distinctive-energy-777,DecisionTree,"['TfIdf', 'preprocessed']"
182,"{'_runtime': 4.093007564544678, '_step': 20, '_timestamp': 1733919596.2578156, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.5714285714285714, 'eval/f1_macro': 0.5558069381598794, 'eval/f1_micro': 0.5714285714285714, 'eval/f1_weighted': 0.55641743877038, 'eval/loss': 2.6032794579991627, 'eval/precision_macro': 0.5883699633699634, 'eval/precision_micro': 0.5714285714285714, 'eval/precision_weighted': 0.5908773765916623, 'eval/recall_macro': 0.5727272727272728, 'eval/recall_micro': 0.5714285714285714, 'eval/recall_weighted': 0.5714285714285714, 'split': 10, 'test/accuracy': 0.3333333333333333, 'test/f1_macro': 0.30073808679799463, 'test/f1_micro': 0.3333333333333333, 'test/f1_weighted': 0.3396523964660897, 'test/loss': 9.99538715322422, 'test/precision_macro': 0.3028514963297572, 'test/precision_micro': 0.3333333333333333, 'test/precision_weighted': 0.3484301757593683, 'test/recall_macro': 0.30101495726495725, 'test/recall_micro': 0.3333333333333333, 'test/recall_weighted': 0.3333333333333333}","{'dt_criterion': 'entropy', 'dt_max_depth': 13, 'trial.number': 16, 'dt_min_samples_leaf': 13}",denim-moon-778,DecisionTree,"['TfIdf', 'preprocessed']"
183,"{'_runtime': 4.131715536117554, '_step': 20, '_timestamp': 1733919604.6621296, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.5238095238095238, 'eval/f1_macro': 0.4508333333333333, 'eval/f1_micro': 0.5238095238095238, 'eval/f1_weighted': 0.4465079365079365, 'eval/loss': 2.6524115971830713, 'eval/precision_macro': 0.3928571428571429, 'eval/precision_micro': 0.5238095238095238, 'eval/precision_weighted': 0.3894557823129251, 'eval/recall_macro': 0.5295454545454545, 'eval/recall_micro': 0.5238095238095238, 'eval/recall_weighted': 0.5238095238095238, 'split': 10, 'test/accuracy': 0.3492063492063492, 'test/f1_macro': 0.26209150326797387, 'test/f1_micro': 0.3492063492063492, 'test/f1_weighted': 0.3162568731196182, 'test/loss': 1.9518281503636312, 'test/precision_macro': 0.24452107279693489, 'test/precision_micro': 0.3492063492063492, 'test/precision_weighted': 0.2999014778325123, 'test/recall_macro': 0.29594017094017094, 'test/recall_micro': 0.3492063492063492, 'test/recall_weighted': 0.3492063492063492}","{'dt_criterion': 'entropy', 'dt_max_depth': 5, 'trial.number': 17, 'dt_min_samples_leaf': 7}",iconic-deluge-779,DecisionTree,"['TfIdf', 'preprocessed']"
184,"{'_runtime': 3.615908622741699, '_step': 20, '_timestamp': 1733919612.5873957, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.6428571428571429, 'eval/f1_macro': 0.6085414585414585, 'eval/f1_micro': 0.6428571428571429, 'eval/f1_weighted': 0.6128553985696842, 'eval/loss': 1.6257993975483491, 'eval/precision_macro': 0.6153409090909091, 'eval/precision_micro': 0.6428571428571429, 'eval/precision_weighted': 0.6202380952380953, 'eval/recall_macro': 0.6409090909090909, 'eval/recall_micro': 0.6428571428571429, 'eval/recall_weighted': 0.6428571428571429, 'split': 10, 'test/accuracy': 0.3492063492063492, 'test/f1_macro': 0.3084033613445378, 'test/f1_micro': 0.3492063492063492, 'test/f1_weighted': 0.3603574763238629, 'test/loss': 4.717734666024662, 'test/precision_macro': 0.3383333333333333, 'test/precision_micro': 0.3492063492063492, 'test/precision_weighted': 0.39714285714285713, 'test/recall_macro': 0.3055555555555556, 'test/recall_micro': 0.3492063492063492, 'test/recall_weighted': 0.3492063492063492}","{'dt_criterion': 'gini', 'dt_max_depth': 8, 'trial.number': 18, 'dt_min_samples_leaf': 15}",atomic-feather-780,DecisionTree,"['TfIdf', 'preprocessed']"
185,"{'_runtime': 3.671299457550049, '_step': 20, '_timestamp': 1733919622.8347063, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.7142857142857143, 'eval/f1_macro': 0.7116808820470149, 'eval/f1_micro': 0.7142857142857143, 'eval/f1_weighted': 0.7139687162570458, 'eval/loss': 2.1956563316532125, 'eval/precision_macro': 0.7229166666666667, 'eval/precision_micro': 0.7142857142857143, 'eval/precision_weighted': 0.7271825396825397, 'eval/recall_macro': 0.7136363636363636, 'eval/recall_micro': 0.7142857142857143, 'eval/recall_weighted': 0.7142857142857143, 'split': 10, 'test/accuracy': 0.42857142857142855, 'test/f1_macro': 0.3574638487208009, 'test/f1_micro': 0.42857142857142855, 'test/f1_weighted': 0.4274491939897947, 'test/loss': 15.80130444619885, 'test/precision_macro': 0.3593960863697706, 'test/precision_micro': 0.42857142857142855, 'test/precision_weighted': 0.4376432534327272, 'test/recall_macro': 0.3689903846153846, 'test/recall_micro': 0.42857142857142855, 'test/recall_weighted': 0.42857142857142855}","{'dt_criterion': 'entropy', 'dt_max_depth': 20, 'trial.number': 19, 'dt_min_samples_leaf': 6}",fallen-star-781,DecisionTree,"['TfIdf', 'preprocessed']"
186,"{'_runtime': 3.58587384223938, '_step': 20, '_timestamp': 1733919632.853828, '_wandb': {'runtime': 2}, 'eval/accuracy': 0.6904761904761905, 'eval/f1_macro': 0.6873188405797102, 'eval/f1_micro': 0.6904761904761905, 'eval/f1_weighted': 0.689095928226363, 'eval/loss': 3.034237348046374, 'eval/precision_macro': 0.6875, 'eval/precision_micro': 0.6904761904761905, 'eval/precision_weighted': 0.6892857142857143, 'eval/recall_macro': 0.6886363636363637, 'eval/recall_micro': 0.6904761904761905, 'eval/recall_weighted': 0.6904761904761905, 'split': 10, 'test/accuracy': 0.380952380952381, 'test/f1_macro': 0.2970403439153439, 'test/f1_micro': 0.380952380952381, 'test/f1_weighted': 0.3642185269169396, 'test/loss': 17.468539271545037, 'test/precision_macro': 0.2916666666666667, 'test/precision_micro': 0.380952380952381, 'test/precision_weighted': 0.3597883597883598, 'test/recall_macro': 0.31690705128205127, 'test/recall_micro': 0.380952380952381, 'test/recall_weighted': 0.380952380952381}","{'dt_criterion': 'entropy', 'dt_max_depth': 20, 'trial.number': 20, 'dt_min_samples_leaf': 6}",vibrant-pond-782,DecisionTree,"['TfIdf', 'preprocessed']"
